time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
4.640295,3.1656,1.1287,-2.0216,3.922
4.642692,3.1656,1.1287,-2.0216,3.922
4.643157,3.2687,-1.8140,-1.9169,4.201
4.643802,3.2687,-1.8140,-1.9169,4.201
4.644203,1.5853,0.0492,-2.7472,3.172
4.644969,1.5853,0.0492,-2.7472,3.172
4.655965,0.0927,2.6208,-1.8254,3.195
4.657267,0.0927,2.6208,-1.8254,3.195
4.676838,0.0212,3.1915,-0.9879,3.341
4.678513,0.0212,3.1915,-0.9879,3.341
4.695764,0.6873,1.2591,-0.0432,1.435
4.696997,0.6873,1.2591,-0.0432,1.435
4.717167,0.2464,-0.4155,0.3397,0.591
4.718702,0.2464,-0.4155,0.3397,0.591
4.736656,-0.3084,-2.0960,0.5888,2.199
4.738239,-0.3084,-2.0960,0.5888,2.199
4.755610,-0.4628,-3.8192,0.3982,3.868
4.757147,-0.4628,-3.8192,0.3982,3.868
4.776697,-0.8001,-4.5338,0.7544,4.665
4.778589,-0.8001,-4.5338,0.7544,4.665
4.795695,-0.5676,-4.0103,1.1444,4.209
4.797810,-0.5676,-4.0103,1.1444,4.209
4.815547,-0.5811,-3.6383,1.6927,4.055
4.816982,-0.5811,-3.6383,1.6927,4.055
4.836123,-0.3866,-3.1562,1.2687,3.424
4.837476,-0.3866,-3.1562,1.2687,3.424
4.855460,-0.0979,-2.5877,1.4277,2.957
4.856941,-0.0979,-2.5877,1.4277,2.957
4.877457,0.2692,-2.4948,1.8545,3.120
4.879627,0.2692,-2.4948,1.8545,3.120
4.896489,0.2713,-1.8840,1.2374,2.270
4.898164,0.2713,-1.8840,1.2374,2.270
4.916338,-0.3812,-1.2413,0.9440,1.605
4.917485,-0.3812,-1.2413,0.9440,1.605
4.936036,-0.8174,-0.2045,1.2437,1.502
4.938318,-0.8174,-0.2045,1.2437,1.502
4.956512,-0.5933,1.1842,1.1497,1.754
4.957553,-0.5933,1.1842,1.1497,1.754
4.975822,-0.1428,2.2710,0.2618,2.290
4.978478,-0.1428,2.2710,0.2618,2.290
4.995934,0.1370,3.3693,0.9068,3.492
4.997991,0.1370,3.3693,0.9068,3.492
5.016106,-0.0537,4.2461,0.5147,4.278
5.017702,-0.0537,4.2461,0.5147,4.278
5.037177,0.5871,3.2636,-0.3445,3.334
5.039480,0.5871,3.2636,-0.3445,3.334
5.056791,0.8223,2.1728,0.5787,2.394
5.059176,0.8223,2.1728,0.5787,2.394
5.078225,-1.2622,3.4145,-0.4143,3.664
5.079779,-1.2622,3.4145,-0.4143,3.664
5.095812,-1.7855,2.9168,-4.7147,5.824
5.097981,-1.7855,2.9168,-4.7147,5.824
5.115856,-0.6098,2.0051,-3.6195,4.183
5.117946,-0.6098,2.0051,-3.6195,4.183
5.135751,-0.4462,-0.6339,-1.9546,2.103
5.137619,-0.4462,-0.6339,-1.9546,2.103
5.155563,-2.2142,-0.4488,-0.1615,2.265
5.158297,-2.2142,-0.4488,-0.1615,2.265
5.177186,-3.7032,0.8100,-0.5932,3.837
5.179112,-3.7032,0.8100,-0.5932,3.837
5.198197,-2.4350,2.2990,-0.4318,3.377
5.205627,-2.4350,2.2990,-0.4318,3.377
5.216827,-0.0927,2.6695,-0.3013,2.688
5.218136,-0.0927,2.6695,-0.3013,2.688
5.236226,1.1986,0.5294,-0.2614,1.336
5.237856,1.1986,0.5294,-0.2614,1.336
5.256679,1.0238,-2.0725,0.3862,2.344
5.258098,1.0238,-2.0725,0.3862,2.344
5.275726,-0.0691,-3.8645,0.4212,3.888
5.279574,-0.0691,-3.8645,0.4212,3.888
5.295755,-0.5215,-4.7138,0.8622,4.820
5.298243,-0.5215,-4.7138,0.8622,4.820
5.315702,-0.4976,-3.9597,0.8923,4.089
5.318076,-0.4976,-3.9597,0.8923,4.089
5.341767,-0.1143,-2.6904,1.2713,2.978
5.344085,-0.1143,-2.6904,1.2713,2.978
5.368245,0.2799,-1.9899,0.9476,2.222
5.369732,0.2799,-1.9899,0.9476,2.222
5.375821,0.4859,-2.1294,1.1844,2.485
5.377248,0.4859,-2.1294,1.1844,2.485
5.395823,0.0537,-1.8132,1.8568,2.596
5.397340,0.0537,-1.8132,1.8568,2.596
5.415986,-0.2749,-1.5439,1.7717,2.366
