time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
5.067192,0.1912,0.0006,-0.0003,0.191
5.087705,0.0028,0.1992,-0.0450,0.204
5.089179,0.0028,0.1992,-0.0450,0.204
5.107285,0.0204,0.2270,-0.1063,0.251
5.108736,0.0204,0.2270,-0.1063,0.251
5.127004,0.1237,0.0316,0.0133,0.128
5.127921,0.1237,0.0316,0.0133,0.128
5.148228,0.1531,0.0400,0.1078,0.191
5.150052,0.1531,0.0400,0.1078,0.191
5.167017,0.0974,0.1140,-0.1340,0.201
5.168140,0.0974,0.1140,-0.1340,0.201
5.187543,0.1213,0.0259,-0.2655,0.293
5.190283,0.1213,0.0259,-0.2655,0.293
5.207071,-0.0378,0.1492,-0.0106,0.154
5.208114,-0.0378,0.1492,-0.0106,0.154
5.226651,0.0521,0.1891,-0.2628,0.328
5.227679,0.0521,0.1891,-0.2628,0.328
5.248423,0.0673,0.1212,-0.0253,0.141
5.249990,0.0673,0.1212,-0.0253,0.141
5.266232,0.0432,0.0277,-0.0426,0.067
5.267429,0.0432,0.0277,-0.0426,0.067
5.287405,0.0554,0.0289,0.0206,0.066
5.288733,0.0554,0.0289,0.0206,0.066
5.306921,0.0306,0.1863,-0.1020,0.215
5.308010,0.0306,0.1863,-0.1020,0.215
5.329138,0.0559,0.1681,-0.1778,0.251
5.330247,0.0559,0.1681,-0.1778,0.251
5.346891,-0.0451,-0.0167,-0.0823,0.095
5.347647,-0.0451,-0.0167,-0.0823,0.095
5.366407,-0.0877,0.0367,0.0966,0.136
5.367558,-0.0877,0.0367,0.0966,0.136
5.387222,0.0096,0.0886,0.1295,0.157
5.388235,0.0096,0.0886,0.1295,0.157
5.406937,0.0232,0.1988,0.0392,0.204
5.408069,0.0232,0.1988,0.0392,0.204
5.426378,0.0039,0.1629,0.0657,0.176
5.427442,0.0039,0.1629,0.0657,0.176
