time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
4.142091,1.8181,1.8187,1.3452,2.902
4.143080,1.8181,1.8187,1.3452,2.902
4.162832,2.5215,3.0292,-1.7941,4.330
4.164990,2.5215,3.0292,-1.7941,4.330
4.181659,-0.5766,4.1395,-0.3440,4.194
4.185637,-0.5766,4.1395,-0.3440,4.194
4.201766,-3.4695,4.1017,0.5833,5.404
4.203004,-3.4695,4.1017,0.5833,5.404
4.221197,0.1759,1.2454,-1.0238,1.622
4.222213,0.1759,1.2454,-1.0238,1.622
4.244055,0.0611,-0.2074,2.0720,2.083
4.245144,0.0611,-0.2074,2.0720,2.083
4.262051,-0.3679,-0.2557,2.9683,3.002
4.263797,-0.3679,-0.2557,2.9683,3.002
4.281454,-0.0854,-0.4103,0.2102,0.469
4.283815,-0.0854,-0.4103,0.2102,0.469
4.301116,-1.5932,-0.0935,-2.9548,3.358
4.302208,-1.5932,-0.0935,-2.9548,3.358
4.321333,-1.8464,-0.7361,-2.5016,3.195
4.322753,-1.8464,-0.7361,-2.5016,3.195
4.340853,-0.0927,-1.7640,0.4971,1.835
4.342078,-0.0927,-1.7640,0.4971,1.835
4.360818,0.8414,-2.5087,2.1861,3.432
4.362253,0.8414,-2.5087,2.1861,3.432
4.381175,0.1024,-2.5888,-0.3049,2.609
4.382228,0.1024,-2.5888,-0.3049,2.609
4.401690,-0.9104,-1.9794,-1.0490,2.418
4.402874,-0.9104,-1.9794,-1.0490,2.418
4.422088,-1.7773,-0.7125,0.4062,1.957
4.423795,-1.7773,-0.7125,0.4062,1.957
4.441141,-1.7064,0.3225,1.7680,2.478
4.442244,-1.7064,0.3225,1.7680,2.478
4.461518,-1.1245,0.2435,1.2512,1.700
4.463136,-1.1245,0.2435,1.2512,1.700
4.481141,-0.2406,-0.3930,0.2634,0.531
4.483732,-0.2406,-0.3930,0.2634,0.531
4.501524,-0.0685,-0.2731,-0.0731,0.291
4.502640,-0.0685,-0.2731,-0.0731,0.291
4.521504,0.5181,0.9679,-0.4423,1.184
4.522733,0.5181,0.9679,-0.4423,1.184
4.542785,1.1961,2.0707,-0.3521,2.417
4.543984,1.1961,2.0707,-0.3521,2.417
4.562194,1.5440,1.6390,0.2044,2.261
4.564253,1.5440,1.6390,0.2044,2.261
4.581771,2.6123,0.5700,-0.2957,2.690
4.585525,2.6123,0.5700,-0.2957,2.690
4.601248,3.3306,2.0929,-1.0169,4.063
4.602431,3.3306,2.0929,-1.0169,4.063
4.621450,0.0282,4.8515,-0.6538,4.895
4.623141,0.0282,4.8515,-0.6538,4.895
4.640895,-2.1030,6.0733,-1.6436,6.634
4.642017,-2.1030,6.0733,-1.6436,6.634
4.661469,0.9051,2.8413,-1.9287,3.551
4.663407,0.9051,2.8413,-1.9287,3.551
4.681290,3.9735,-0.2301,0.9789,4.099
4.683141,3.9735,-0.2301,0.9789,4.099
4.701728,2.8546,-1.2929,2.0972,3.771
4.703427,2.8546,-1.2929,2.0972,3.771
4.721071,0.7060,-0.8785,0.2146,1.147
4.722119,0.7060,-0.8785,0.2146,1.147
4.741549,-0.7761,-0.1490,-1.0587,1.321
4.742797,-0.7761,-0.1490,-1.0587,1.321
4.761674,-1.4743,-0.0374,-0.2364,1.494
4.763872,-1.4743,-0.0374,-0.2364,1.494
4.781519,-0.9582,-0.5951,0.4461,1.213
4.782897,-0.9582,-0.5951,0.4461,1.213
4.805287,-0.2311,-1.2769,0.2211,1.316
4.807851,-0.2311,-1.2769,0.2211,1.316
4.821410,0.0917,-1.8383,0.0767,1.842
4.823059,0.0917,-1.8383,0.0767,1.842
4.842689,0.1114,-1.8491,0.1635,1.860
4.844829,0.1114,-1.8491,0.1635,1.860
4.875424,0.0902,-1.5241,0.8761,1.760
4.877032,0.0902,-1.5241,0.8761,1.760
4.881971,0.2990,-1.2224,1.4328,1.907
4.883151,0.2990,-1.2224,1.4328,1.907
4.900893,0.0821,-1.0324,1.1018,1.512
4.901691,0.0821,-1.0324,1.1018,1.512
4.920986,-0.3098,-1.2334,0.2123,1.289
4.922954,-0.3098,-1.2334,0.2123,1.289
4.940699,-0.5570,-1.6183,-0.2161,1.725
4.942056,-0.5570,-1.6183,-0.2161,1.725
4.961331,-0.2462,-1.7899,0.4306,1.857
4.963306,-0.2462,-1.7899,0.4306,1.857
4.980435,0.5494,-1.7589,1.5745,2.424
4.982131,0.5494,-1.7589,1.5745,2.424
5.001191,0.3568,-1.7097,0.7569,1.903
5.003794,0.3568,-1.7097,0.7569,1.903
5.024322,-0.2321,-1.7706,-0.2745,1.807
5.026083,-0.2321,-1.7706,-0.2745,1.807
5.056010,-1.2752,-1.1718,-0.9549,1.978
5.057933,-1.2752,-1.1718,-0.9549,1.978
5.060496,-1.6862,-0.3021,-0.2803,1.736
5.061456,-1.6862,-0.3021,-0.2803,1.736
5.080519,-0.9020,0.1713,-0.6813,1.143
5.081974,-0.9020,0.1713,-0.6813,1.143
5.100407,-0.7255,-0.0049,-1.4227,1.597
5.101972,-0.7255,-0.0049,-1.4227,1.597
5.121279,-1.3730,-0.0153,-1.5460,2.068
5.122595,-1.3730,-0.0153,-1.5460,2.068
5.150548,-0.9823,0.7707,-1.8706,2.249
5.152051,-0.9823,0.7707,-1.8706,2.249
5.178961,0.6511,2.2998,-1.1031,2.632
5.181030,0.6511,2.2998,-1.1031,2.632
5.181578,1.3118,4.9592,-1.1996,5.268
5.182431,1.3118,4.9592,-1.1996,5.268
5.200992,0.8224,6.3494,-0.5915,6.430
5.202723,0.8224,6.3494,-0.5915,6.430
5.221545,-1.2966,5.6373,-0.3209,5.793
5.223445,-1.2966,5.6373,-0.3209,5.793
5.241240,-2.2193,2.6638,-0.4725,3.499
5.243025,-2.2193,2.6638,-0.4725,3.499
5.286175,-2.6197,0.3616,-0.5038,2.692
5.287701,-2.6197,0.3616,-0.5038,2.692
5.288636,-2.0061,-0.3711,0.1169,2.044
5.289657,-2.0061,-0.3711,0.1169,2.044
5.300402,-0.5255,-0.2487,1.1091,1.252
5.301487,-0.5255,-0.2487,1.1091,1.252
5.323035,0.6630,-0.7292,1.1759,1.534
5.324148,0.6630,-0.7292,1.1759,1.534
5.343881,1.4821,-1.7285,-0.3022,2.297
5.345123,1.4821,-1.7285,-0.3022,2.297
5.360241,1.4132,-2.7252,-0.1347,3.073
